AL|MARVEL|35115,MONTEVALLO
AL|MASTER CHARGE|35699,DECATUR
AL|MATHEWS|36013,CECIL
AL|MAXWELL AFB GUNTER ANNEX|36114,MONTGOMERY
AL|MAXWELL AFB|36112,MONTGOMERY
AL|MAXWELL AFB|36113,MONTGOMERY
AL|MAYTOWN|35118,MULGA
AL|MC CULLOUGH|36502,ATMORE
AL|MCCULLOUGH|36502,ATMORE
AL|MCKENZIE|36456,MC KENZIE
AL|MCMULLEN|35442,ALICEVILLE
AL|MEADOWBROOK|35242,BIRMINGHAM
AL|MELLOW VALLEY|36255,CRAGFORD
AL|MIDFIELD|35228,BIRMINGHAM
AL|MIFLIN|36530,ELBERTA
AL|MILLERS FERRY|36726,CAMDEN
AL|MOBILE GOV PLZ|36644,MOBILE
AL|MOBILE P&DC|36675,MOBILE
AL|MOBILE|36613,EIGHT MILE
AL|MON LOUIS|36523,CODEN
AL|MONTGOMERY BUSINESS REPLY MA|36177,MONTGOMERY
AL|MONTG|36132,MONTGOMERY
AL|MONTG|36133,MONTGOMERY
AL|MONTG|36134,MONTGOMERY
AL|MONTG|36135,MONTGOMERY
AL|MONTG|36140,MONTGOMERY
AL|MONTG|36141,MONTGOMERY
AL|MONTG|36142,MONTGOMERY
AL|MONTG|36177,MONTGOMERY
AL|MORRISONS CAFETERIA|36625,MOBILE
AL|MOTLEY|36276,WADLEY
AL|MOUNT HEBRON|35443,BOLIGEE
AL|MOUNTAIN BRK|35223,BIRMINGHAM
AL|MOUNTAIN BRK|35223,MOUNTAIN BROOK
AL|MOUNTAIN BRK|35253,BIRMINGHAM
AL|MOUNTAIN BRK|35253,MOUNTAIN BROOK
AL|MOUNTAIN BROOK|35223,BIRMINGHAM
AL|MOUNTAIN BROOK|35253,BIRMINGHAM
AL|MOUNTAIN CREEK|36051,MARBURY
AL|MTGY|36101,MONTGOMERY
AL|MTGY|36102,MONTGOMERY
AL|MTGY|36103,MONTGOMERY
AL|MTGY|36104,MONTGOMERY
AL|MTGY|36105,MONTGOMERY
AL|MTGY|36106,MONTGOMERY
AL|MTGY|36107,MONTGOMERY
AL|MTGY|36108,MONTGOMERY
AL|MTGY|36109,MONTGOMERY
AL|MTGY|36110,MONTGOMERY
AL|MTGY|36111,MONTGOMERY
AL|MTGY|36112,MONTGOMERY
AL|MTGY|36113,MONTGOMERY
AL|MTGY|36114,MONTGOMERY
AL|MTGY|36115,MONTGOMERY
AL|MTGY|36116,MONTGOMERY
AL|MTGY|36117,MONTGOMERY
AL|MTGY|36118,MONTGOMERY
AL|MTGY|36119,MONTGOMERY
AL|MTGY|36120,MONTGOMERY
AL|MTGY|36121,MONTGOMERY
AL|MTGY|36123,MONTGOMERY
AL|MTGY|36124,MONTGOMERY
AL|MTGY|36125,MONTGOMERY
AL|MTGY|36130,MONTGOMERY
AL|MTGY|36131,MONTGOMERY
AL|MTGY|36132,MONTGOMERY
AL|MTGY|36133,MONTGOMERY
AL|MTGY|36134,MONTGOMERY
AL|MTGY|36135,MONTGOMERY
AL|MTGY|36140,MONTGOMERY
AL|MTGY|36141,MONTGOMERY
AL|MTGY|36142,MONTGOMERY
AL|MTGY|36177,MONTGOMERY
AL|MTGY|36191,MONTGOMERY
AL|MTN BROOK|35243,BIRMINGHAM
AL|MUNITIONS MISSLE COM SCH|35897,HUNTSVILLE
AL|MVILLE|36460,MONROEVILLE
AL|MVILLE|36461,MONROEVILLE
AL|N PORT|35473,NORTHPORT
AL|N PORT|35475,NORTHPORT
AL|N PORT|35476,NORTHPORT
AL|NATURAL BRG|35577,NATURAL BRIDGE
AL|NEW SITE|36256,DAVISTON
AL|NEWELL|36280,WOODLAND
AL|NIXBURG|36026,EQUALITY
AL|NORTH FLORENCE|35630,FLORENCE
AL|NORTH JOHNS|35006,ADGER
AL|NORTH PORT|35473,NORTHPORT
AL|NORTH PORT|35475,NORTHPORT
AL|NORTH PORT|35476,NORTHPORT
AL|NPORT|35473,NORTHPORT
AL|NPORT|35475,NORTHPORT
AL|NPORT|35476,NORTHPORT
AL|OAK GROVE|35150,SYLACAUGA
AL|OAK GROVE|35151,SYLACAUGA
AL|OAKHILL|36766,OAK HILL
AL|OAKWOOD COLLEGE|35896,HUNTSVILLE
AL|OFELIA|36266,LINEVILLE
AL|OVERTON|35210,BIRMINGHAM
AL|OWENS X RDS|35763,OWENS CROSS ROADS
AL|OWENS X ROADS|35763,OWENS CROSS ROADS
AL|OYSTER BAY|36535,FOLEY
AL|PATSBURG|36049,LUVERNE
AL|PERDIDO BEACH|36530,ELBERTA
AL|PICKENSVILLE|35447,CARROLLTON
AL|PINEGROVE|36507,BAY MINETTE
AL|PL GROVE|35127,PLEASANT GROVE
AL|PLEASANT GRV|35127,PLEASANT GROVE
AL|PLEASANT HOME|36420,ANDALUSIA
AL|POLLARD|36441,FLOMATON
AL|PRACO|35130,QUINTON
AL|PRAIRIE|36728,CATHERINE
AL|PRESS REGISTER INC|36630,MOBILE
AL|PRESTWICK|36548,LEROY
AL|PRICHARD|36610,MOBILE
AL|PRICHARD|36613,EIGHT MILE
AL|PRICHARD|36617,MOBILE
AL|PVILLE|36066,PRATTVILLE
AL|PVILLE|36067,PRATTVILLE
AL|PVILLE|36068,PRATTVILLE
AL|PYRITON|36266,LINEVILLE
AL|RBC|35906,GADSDEN
AL|REDSTONE ARSENAL|35808,HUNTSVILLE
AL|REDSTONE ARSENAL|35809,HUNTSVILLE
AL|REDSTONE CENTRAL|35898,HUNTSVILLE
AL|REDSTONE FED CREDIT UNION|35893,HUNTSVILLE
AL|REECE CITY|35954,ATTALLA
AL|REGIONS BANK|35246,BIRMINGHAM
AL|REGIONS BANK|35287,BIRMINGHAM
AL|REGIONS BANK|35288,BIRMINGHAM
AL|REHOBETH|36301,DOTHAN
AL|REHOBETH|36303,DOTHAN
AL|REHOBETH|36305,DOTHAN
AL|REPTON|36454,LENOX
AL|RIDERWOOD|36904,BUTLER
AL|RIDGEVILLE|35954,ATTALLA
AL|RIVERCHASE|35244,BIRMINGHAM
AL|RIVERVIEW|36872,VALLEY
AL|ROBA|36089,UNION SPRINGS
AL|ROBERTSDALE|36574,SEMINOLE
AL|ROCKLEDGE|35954,ATTALLA
AL|ROEBUCK PLAZA|35235,BIRMINGHAM
AL|ROME|36420,ANDALUSIA
AL|ROMULUS|35446,BUHL
AL|ROSA|35121,ONEONTA
AL|ROSE HILL|35210,BIRMINGHAM
AL|ROSINTON|36567,ROBERTSDALE
AL|RUFFNER|35210,BIRMINGHAM
AL|S S PAYMENT CTR|35285,BIRMINGHAM
AL|SALIPTA|36545,JACKSON
AL|SALTAIRE|36582,THEODORE
AL|SAMFORD UNIVERSITY|35229,BIRMINGHAM
AL|SAND ROCK|35983,LEESBURG
AL|SANDROCK|35983,LEESBURG
AL|SARAGOSSA|35578,NAUVOO
AL|SARDIS CITY|35956,BOAZ
AL|SARDIS CITY|35957,BOAZ
AL|SCYRENE|36436,DICKINSON
AL|SEABOARD|36529,DEER PARK
AL|SEARLES|35468,KELLERMAN
AL|SHAKESPEARE|36123,MONTGOMERY
AL|SHAWMUT|36854,VALLEY
AL|SHINEBONE|36266,LINEVILLE
AL|SHOAL CREEK|35242,BIRMINGHAM
AL|SIKESVILLE|36276,WADLEY
AL|SILVER CROSS|36538,FRANKVILLE
AL|SKYLAND|35405,TUSCALOOSA
AL|SMITHS STA|36877,SMITHS STATION
AL|SMITHS|36877,SMITHS STATION
AL|SNEAD|35952,ALTOONA
AL|SNOW HILL|36768,PINE APPLE
AL|SNOW HL|36768,PINE APPLE
AL|SNOWHILL|36768,PINE APPLE
AL|SOUTH HIGHLANDS|35205,BIRMINGHAM
AL|SOUTHSIDE|35907,GADSDEN
AL|SPROTT|36756,MARION
AL|ST STEPHENS|36569,SAINT STEPHENS
AL|STANSEL|35481,REFORM
AL|STATE DEPT INDUSTRIAL RELAT|36131,MONTGOMERY
AL|STATE FARM INS|35297,BIRMINGHAM
AL|STATE OF ALABAMA INCOME TAX|36135,MONTGOMERY
AL|STATE OF ALABAMA REVENUE DEP|36130,MONTGOMERY
AL|STATE OF ALABAMA REVENUE DEP|36132,MONTGOMERY
AL|STATE OF ALABAMA REVENUE DEP|36140,MONTGOMERY
AL|STEWART|35441,AKRON
AL|STRAIGHT MOUNTAIN|35121,ONEONTA
AL|STRAUGHN|36420,ANDALUSIA
AL|SUGGSVILLE|36482,WHATLEY
AL|SUMTERVILLE|35460,EPES
AL|SUNNY SOUTH|36769,PINE HILL
AL|SYLVAN SPGS|35118,MULGA
AL|SYLVAN SPGS|35118,SYLVAN SPRINGS
AL|SYLVAN SPRINGS|35118,MULGA
AL|TALLASSEE|36023,EAST TALLASSEE
AL|TALLASSEE|36045,KENT
AL|TARRANT|35217,BIRMINGHAM
AL|TAYLOR|36301,DOTHAN
AL|TAYLOR|36305,DOTHAN
AL|THEODORE|36619,MOBILE
AL|THOMASVILLE|36762,MORVIN
